comment,recall@10,ndcg@10,coverage@10,arp@10
_patience_50_epochs_100__n_factors=64_session_max_len=50,0.2912251655629139,0.1585104859182212,0.5618250539956804,0.0008762266032254
_patience_50_epochs_100__n_factors=64_session_max_len=100,0.3051324503311258,0.1660024874078631,0.591792656587473,0.0008533880027555
_patience_50_epochs_100__n_factors=64_session_max_len=200,0.3062913907284768,0.1687831813187298,0.597732181425486,0.0008582994020024
_patience_50_epochs_100__n_factors=128_session_max_len=50,0.2879139072847682,0.1554570274232653,0.5599352051835853,0.0008208020356673
_patience_50_epochs_100__n_factors=128_session_max_len=100,0.3006622516556291,0.1660949569056832,0.5912526997840173,0.0008204682219716
_patience_50_epochs_100__n_factors=128_session_max_len=200,0.3208609271523179,0.1760902476632373,0.6044816414686826,0.0008354294525678
_patience_50_epochs_100__n_factors=256_session_max_len=50,0.2764900662251656,0.1479859434614998,0.525377969762419,0.0008253488921959
_patience_50_epochs_100__n_factors=256_session_max_len=100,0.3006622516556291,0.1630713325078421,0.5658747300215983,0.0008163069359277
_patience_50_epochs_100__n_factors=256_session_max_len=200,0.3041390728476821,0.1678680067744646,0.568304535637149,0.0008447986042308
